Gene,t-statistic,p-value,adjusted_p-value
200701_at,1.5786481740518674,0.1185250647951023,0.3665149450933303
200702_s_at,0.5166452315399811,0.6067715947610024,0.8086011589422232
200703_at,-1.0826187437566113,0.28210842506674877,0.5649521017131628
200704_at,-0.4677690506860066,0.6411780903157518,0.8262894792959284
200705_s_at,-0.29673665385406683,0.7674022263870471,0.8957771580842606
200706_s_at,-0.2369296535721927,0.8133234544769783,0.9180035497794186
200707_at,0.1288680469937362,0.8977825519324265,0.9567330753089556
200708_at,-3.7494724233234935,0.00032628484589190197,0.008337850024093178
200709_at,0.745341077847604,0.45816792193610234,0.7094757334608873
200710_at,2.1184812884581814,0.037134391075774424,0.1971094893619537
200711_s_at,-0.5001934607150517,0.6182474818226071,0.8147734326929442
200712_s_at,-0.32697995556636333,0.7445218082260584,0.8848567631714362
200713_s_at,-0.4976035523065309,0.6200674856452606,0.8155180090924966
200714_x_at,-0.004608282816709702,0.9963344108125882,0.9984121411068422
200715_x_at,-1.138987671487832,0.25804812561289336,0.5413401651841292
200716_x_at,-0.39989546669264425,0.6902970221701934,0.8542646087425535
200717_x_at,-0.6813854325438232,0.497507855811399,0.7366580869855408
200718_s_at,0.4404955914552372,0.6607605012777656,0.8373703323935786
200719_at,-1.010521447149717,0.31515343425540593,0.5948300843226504
200720_s_at,3.5843365168124732,0.0005844845152114438,0.012791050460720625
200721_s_at,1.302357108159544,0.19642122920454927,0.47114291425104415
200722_s_at,1.0440392858493022,0.2997143385043454,0.5797339066746814
200723_s_at,-0.8343593713508054,0.40651763443266764,0.6669629446673139
200724_at,1.2689440330838717,0.20812567651579647,0.4850853852991588
200725_x_at,0.23097415734740023,0.8180186039589249,0.9199016675586814
200726_at,-0.20387004204740866,0.8389821123380119,0.9292692319926394
200727_s_at,1.0211604262144445,0.31011044606834737,0.5895175871790509
200728_at,-1.6506658754638566,0.10258380792299239,0.3386161248748712
200729_s_at,-3.3333512370217617,0.0012788814418921335,0.022725131714260296
200730_s_at,1.6126849801716547,0.11059091615510949,0.35295476417635707
200731_s_at,0.08904707809475937,0.9292570342613139,0.9706841596870831
200732_s_at,-0.11384426834225976,0.9096352542020043,0.9631700394644269
200733_s_at,-1.055837796660534,0.2940925073769925,0.5755954298680819
200734_s_at,1.2380420653081878,0.21918090728706088,0.49885145442427575
200735_x_at,-0.7132646634311044,0.47765895994198904,0.7222437229412557
200736_s_at,3.1496268432189276,0.002264708905832572,0.034236437278607326
200737_at,-1.660762793421774,0.10050867689070803,0.3355760933706394
200738_s_at,-0.4393224892866582,0.6615779729210955,0.8374574232002356
200739_s_at,-0.012684275476214472,0.9899101303401738,0.9961960928753522
200740_s_at,0.2546914476354715,0.7996233428059811,0.9117680409695406
200741_s_at,-0.6311343546870468,0.5296816880559825,0.759224048305124
200742_s_at,1.4544120969889736,0.14956254488394807,0.41422891554171665
200743_s_at,1.3081346485567884,0.19444021290210514,0.4692430582814388
200744_s_at,-1.5094772395999219,0.13493960738842053,0.3935679674654679
200745_s_at,0.6338947390102356,0.5278719471971034,0.7583862410956193
200746_s_at,0.3788672447464031,0.7057520581543946,0.8616102469972444
200747_s_at,1.0513200735474304,0.29613856430903374,0.5772889016438528
200748_s_at,1.6700220189549944,0.09863774726667128,0.33208719137013853
200749_at,-1.5113997872934484,0.13452440398646454,0.3932020193311596
200750_s_at,-2.7351355039221104,0.007605489713860995,0.07613348036566242
200751_s_at,-2.1275577486469155,0.03637477631454937,0.19488798764537235
200752_s_at,-1.4948916661242433,0.1389164944177433,0.39907817650518324
200753_x_at,-0.252010049121897,0.8016639964304422,0.9122397524491647
200754_x_at,-3.6680526316307605,0.0004325326044666812,0.01029714105270412
200755_s_at,-0.5138703750854684,0.6089317240844474,0.8091388557888841
200756_x_at,1.2601722630890073,0.2111200276891071,0.48854086641599737
200757_s_at,0.4199032417059425,0.6756650891572996,0.8455014983822153
200758_s_at,4.300834395852067,4.743101486513183e-05,0.0017703606436176426
200759_x_at,0.9509468774105165,0.3444731630865461,0.6201172283050941
200760_s_at,0.8055705167919799,0.4228150854724918,0.6802778590598306
200761_s_at,1.3493030628211746,0.1813552445259131,0.4534383518251022
200762_at,3.0084637856230763,0.0034848598265015455,0.04629754234040631
200763_s_at,-0.8636446875099516,0.39024458953375285,0.6548948096710159
200764_s_at,1.1476047196578645,0.25445688340834355,0.537905581347891
200765_x_at,0.5356436418578833,0.5936355718593262,0.8002850620390596
200766_at,-1.8494222140529326,0.06823600121836379,0.27273593096839466
200767_s_at,1.2942919797724322,0.19913331114974323,0.4749679884065064
200768_s_at,-0.8140865628881814,0.41798814406157936,0.6766720748910109
200769_s_at,1.7182320012602053,0.09021837886604671,0.3170877186549083
200770_s_at,4.9312732526787055,4.8686830998985625e-06,0.0002646069890610723
200771_at,2.768864889446816,0.006920807648878524,0.07139646149998155
200772_x_at,-1.3145630554456003,0.19225736616954975,0.46667438892767726
200773_x_at,-1.0965171471900053,0.2761760388812733,0.5598530079790389
200774_at,-1.771542708534403,0.08053853620122334,0.2992563285262397
200775_s_at,-2.624287956210928,0.010345365017719873,0.09219400609315184
200776_s_at,-0.9271884537229225,0.35653813643935717,0.6291388307457692
200777_s_at,-1.6855014231373044,0.0956043165739376,0.3266908428488041
200778_s_at,0.8932439237670935,0.3745829125539485,0.643219465192504
200779_at,2.201024845397068,0.03049647885650605,0.17642705478494183
200780_x_at,-0.0422430759342718,0.9664109013718214,0.986013466816314
200781_s_at,-1.3498343370153494,0.18073211620562907,0.45304482314292144
200782_at,2.7929037359263704,0.00650490551491338,0.06843664286535167
200783_s_at,-1.1242999396978268,0.264206721669645,0.5478336556592064
200784_s_at,2.328593976713263,0.022283622604638783,0.146820213630741
200785_s_at,1.9142476788443774,0.05900439314766074,0.25221003464466485
200786_at,0.14869818662941098,0.8821572757577809,0.9498942000440046
200787_s_at,3.6134659571156367,0.0005336100982600049,0.011950184743243908
200788_s_at,2.078067418161362,0.040755861509013024,0.20734311917930073
200789_at,2.147646154538755,0.03478269130002894,0.1903863203730152
200790_at,0.5631276581704928,0.5748770253050883,0.7886005937361844
200791_s_at,-0.7869635126758064,0.43354392023313093,0.6905361110314677
200792_at,-1.604925415358018,0.11228127225192268,0.3549387983529001
200793_s_at,2.341914755652375,0.02156445128543937,0.143978809014319
200794_x_at,-1.0729135821385538,0.2863958390489614,0.5682926826083556
200795_at,3.2551197330853214,0.001681768371953431,0.027656711905710927
200796_s_at,0.2350404555197566,0.814756446153678,0.9180403107079811
200797_s_at,-1.0046960882586904,0.3182606252787104,0.5975565818238543
200798_x_at,0.01966045924513258,0.984361658935673,0.9942122445885729
200799_at,1.7603519162591066,0.08215483476692689,0.3020386377019356
200800_s_at,0.6797553152972554,0.49857104906040917,0.7374618899131588
200801_x_at,-0.8614627719281042,0.39143910957639627,0.6558716955177711
200802_at,1.0877780121260154,0.27996775484792935,0.5630434549888457
200803_s_at,-0.24154270499222094,0.8097335492122575,0.9157058788587134
200804_at,-1.1837820796346559,0.23984032499200517,0.5214984856632109
200805_at,-1.6619413414033448,0.10028441923812492,0.3350783796495933
200806_s_at,-1.5245933742049393,0.13113195499443925,0.38753492747229307
200807_s_at,-1.6885533355462807,0.0950916828237735,0.3256882828715255
200808_s_at,-0.23303357550682588,0.816302666296051,0.9189130863372037
200809_x_at,-0.42666230104807384,0.6707172889413685,0.8430073879696806
200810_s_at,1.6593192016525637,0.10078411788689545,0.3360928612501783
200811_at,2.4190589808283893,0.017730481597205482,0.12869326430961883
200812_at,-1.6965809300780463,0.09356691034668138,0.3233924407380771
200813_s_at,-1.2945259706360663,0.1991504834516484,0.4749679884065064
200814_at,-0.6026007127907398,0.5484606234829092,0.7717933737334807
200815_s_at,-0.5518808032790636,0.582629001033925,0.7940017142706227
200816_s_at,1.8855251392593921,0.06281658625081293,0.2606595887200865
200817_x_at,-0.9838267746364536,0.3280431891554477,0.6051662964576338
200818_at,0.46265297365060265,0.6448094144797046,0.8285541164097812
200819_s_at,-0.7594407610234384,0.4497186196072609,0.7030856662252575
200820_at,0.8460250359565625,0.39994462571951694,0.6625820180936408
200821_at,-3.255097908059055,0.001653893817467168,0.027319285348125208
200822_x_at,-1.8015439214417428,0.07521850153287574,0.2883850429554491
200823_x_at,-0.17302395017582367,0.8630722121488819,0.9408002202971105
200824_at,2.1428077542356254,0.03502304882359772,0.1913007142357339
200825_s_at,0.9216822285360052,0.35957180280164547,0.6315978146581527
200826_at,-0.812569088573796,0.4187687335140944,0.6770732614202993
200827_at,0.04718537857347002,0.9624781418674764,0.9841726576096165
200828_s_at,0.4900309113491912,0.6254188515146086,0.8180264786875076
200829_x_at,0.43610339201376314,0.6638861143565551,0.8385432829626934
200830_at,-0.667277576886952,0.5064315831409387,0.7437129252294266
200831_s_at,3.876873427895027,0.00020933156882775624,0.005911958616208989
200832_s_at,2.1739753990520696,0.03253002019841582,0.1828623713625882
200833_s_at,-0.43761358985169807,0.6628315593272096,0.8381973574989054
200834_s_at,-2.5046888738647692,0.014378964161793135,0.11345837762650016
200835_s_at,-0.38742475671979215,0.6994501059545373,0.8583670435645957
200836_s_at,0.9131897733549615,0.36375661856134334,0.6345109529758134
200837_at,1.3181961398788795,0.19105951289877585,0.46510397282323146
200838_at,-0.01019895307987777,0.9918869319348202,0.9968517342194476
200839_s_at,0.5928253836874687,0.5549148653250016,0.7759903179763183
200840_at,-0.6458717584413781,0.5204922722609291,0.7525877167471471
200841_s_at,-1.0084334427402952,0.3163894684806161,0.5956651624334947
200842_s_at,-0.7758927054769366,0.44000499410392246,0.6954679847259984
200843_s_at,-2.9276343237648645,0.004409406277050364,0.05401583291452075
200844_s_at,6.478165167574669,7.3114793168807345e-09,1.1393125427835902e-06
200845_s_at,3.680979412500019,0.00041636247587461487,0.010051793120166894
200846_s_at,-2.5651632471920665,0.012554296038117715,0.10410557115817973
200847_s_at,-0.7970868758649802,0.427679461415591,0.6846989121942741
200848_at,0.7519590277313126,0.4544044484124826,0.7069394906077883
200849_s_at,2.022143138706589,0.04634480030166136,0.22218183845135975
200850_s_at,1.7164118822380938,0.08977639857734747,0.3159828604484337
200851_s_at,-2.2574650111381453,0.026578364529168126,0.16211825278900074
200852_x_at,0.28052167407614825,0.7797706225224996,0.9012723057040748
200853_at,-2.6001047474485,0.011011380089433788,0.09618446982863704
200854_at,-1.9682466214587016,0.05244077765579992,0.23753287591660552
200855_at,1.66697602529546,0.09929661516838624,0.33326464856066174
200856_x_at,1.7104862120552302,0.0908903449811013,0.3183172143016873
200857_s_at,1.2991513399586287,0.1974583186932198,0.47257403256552627
200858_s_at,-1.782775760856327,0.07828008365123623,0.29447163029158085
200859_x_at,2.0711921549833145,0.041494342529255164,0.20937917449714513
200860_s_at,0.21019581140781643,0.8340253412483741,0.9271895170144443
200861_at,1.1907799572636508,0.23725540944177284,0.5190626614671674
200862_at,-3.2754986351466204,0.0015449944982847059,0.025982726343606113
200863_s_at,-2.669931483316903,0.009153088849395655,0.08555296930834033
200864_s_at,-1.2775625545947076,0.20505498679616507,0.4817840859108969
200865_at,1.4380359927184398,0.15414016271103892,0.4200712617122245
200866_s_at,0.9025966478715648,0.36933093729863475,0.6389465396479529
200867_at,-1.3392871666797739,0.18454113110363826,0.4566496417970429
200868_s_at,0.3158696066718455,0.75290301086962,0.8885358842515494
200869_at,0.1886476140357773,0.8508275682228956,0.934053573331993
200870_at,0.18556116911974516,0.8532406613218095,0.9357795643473026
200871_s_at,0.502708801879605,0.6165148569839483,0.8135133865205968
200872_at,2.844008578231965,0.00566578985707544,0.06278010710353657
200873_s_at,-2.113809469570914,0.037503847383549616,0.19831472027708497
200874_s_at,0.9733288980252507,0.33322023819590807,0.6097584999096043
200875_s_at,-2.9612628377273107,0.0039917609162764016,0.05074320831964601
200876_s_at,-0.15112562993789258,0.8802542776934124,0.9492511094753423
200877_at,-0.535182521934928,0.593939224930494,0.8004080888494828
200878_at,5.820675496964338,1.356721649405221e-07,1.3317986129381735e-05
200879_s_at,2.48675898652892,0.014881433190662208,0.11606684486787748
200880_at,-0.8434385079185236,0.4014358834068368,0.6632949569890659
200881_s_at,-0.7758163727368584,0.44003963185620654,0.6954679847259984
200882_s_at,-0.37275297736381546,0.7102812544030934,0.8642602081507198
200883_at,0.5016712861682292,0.6172283187269672,0.8139014833535564
200884_at,0.6254451374901807,0.5334794421487119,0.7619229848352613
200885_at,-0.5482076750099717,0.585003665136852,0.7955835624195589
200886_s_at,0.39354858465193193,0.6949258587820515,0.8564374852123912
