Gene,t-statistic,p-value,adjusted_p-value
204894_s_at,7.773237367888471,1.7359963907642167e-11,6.669518547482593e-09
204908_s_at,-2.99744434341675,0.0035828422713853,0.0471729483531354
204942_s_at,-3.9364263423511416,0.0001699611580447,0.004983216427252
204955_at,4.941484572135063,3.910202297805025e-06,0.0002205849058278
204963_at,3.557721184056894,0.0006224967120327,0.0134279711851171
204964_s_at,3.6547632552889975,0.0004894386864869,0.011255069402466
204993_at,3.297989453489175,0.0014336854687677,0.0247445815370051
204997_at,8.468077484968894,1.1792285325393012e-11,5.053221036648702e-09
205005_s_at,5.347125997525059,7.681491910641276e-07,5.612022434256379e-05
205006_s_at,4.3401073944912705,3.968221855482419e-05,0.0015324763883139
205022_s_at,6.355673693007374,1.0759042263188147e-08,1.5467337983911066e-06
205034_at,-3.177395292603114,0.0020874071096513,0.0322340212227038
205047_s_at,-3.6150919036754736,0.0005294343018772,0.0119045252762156
205133_s_at,-3.1899066162285052,0.0020034103965017,0.0312619004658608
205141_at,3.0896835785723273,0.002725324326274,0.0393491696665061
205153_s_at,2.973236695822028,0.0038558092166972,0.0494954142487034
205156_s_at,3.8244292509891498,0.0002551598356342,0.0069253673781209
205157_s_at,-3.024535351919164,0.0034710272376474,0.0462036439286128
205158_at,4.574418503311219,1.6679983841441445e-05,0.000742281019743
205168_at,3.764351278068527,0.00032801697481,0.0083629316358029
205200_at,5.204392386930032,1.3885952865397342e-06,9.264092446097276e-05
205208_at,5.482600502690123,7.212537893785231e-07,5.357232729573877e-05
205220_at,9.499667915879808,8.26376016035835e-15,1.8414136765326512e-11
205267_at,-3.010835228626423,0.0034612763554583,0.046128959945382
205286_at,-3.921800725805552,0.0001790859246663,0.0051825605965453
205290_s_at,3.639391000975624,0.00047256504413,0.0109918234638301
205303_at,6.327325464144809,1.8565979314635764e-08,2.39136252640479e-06
205331_s_at,3.2778991526723833,0.0015254723035073,0.0257515904083736
205339_at,-5.052211520116893,2.594998131392315e-06,0.0001562820090859
205357_s_at,4.594911859007726,1.5787858501369064e-05,0.0007135919898296
205376_at,-3.697412368870882,0.0004137460810118,0.0100103191348402
205378_s_at,3.2312347069764056,0.0017610510803815,0.0286016772770717
205382_s_at,8.64811333140197,3.125161742583198e-13,2.579184411480793e-10
205392_s_at,3.771630410876253,0.0003022628821657,0.0078500277427742
205404_at,4.719972765102435,9.382255255871384e-06,0.0004645540004505
205407_at,3.5226879931115724,0.0007016302333123,0.0147078330093131
205412_at,3.804840049123177,0.0002903957362075,0.0076397735418096
205421_at,3.2050277716587816,0.0020026507966557,0.0312619004658608
205428_s_at,3.624511425873428,0.0005009870462247,0.0114462500910323
205471_s_at,-3.081705408320948,0.0028704741728393,0.0405723074057586
205478_at,10.842349979155276,5.616441835768879e-17,8.929665520357884e-13
